LSOA01CD,LSOA01NM,LSOA01NM2,Local Authority Name,2005Overall index score,2005Rank Overall,2005Income Number (1),2005Income Percentage (2),2005Employment (revised) (3) Number (1),2005Employment (revised) (3) Percentage (2),2005Income Rank,2005Income Score,2005Employment Rank,2005Employment Score,2005Health Rank,2005Health Score,2005Health Rank,2005Health Score,2005Access to Services Rank,2005Access to Services Score,2005Housing Rank,2005Housing Score,2005Physical Environment Rank,2005Physical Environment Score,2005Access to food shop (1),2005Access to GP (2),2005Access to primary school (3),2005Access to secondary school (4),2005Access to dentist (5),2005Access to post office (6),2005Access to library (7),2005Access to leisure centre (8),2005KS2 average point score (1),2005KS3 average point score (2),2005KS4 average point score (3),2005Secondary school absence rates (4),2005Not in education (5),2005Low qualifications (6),2005Male ,2005Female ,2005Total Persons,2005Income Rank,2005Employment Rank (revised) (2),2005Health Rank,2005Education Rank,2005Access to services Rank,2005Housing Rank,2005Physical environment Rank,2005Overall Index Rank (revised) (1),2008Income ,2008Employment ,2008Health ,2008Education ,2008Access to services ,2008Housing ,2008Physical environment ,2008Community safety ,2008Overall Index ,2008Child Index - Income ,2008Child Index - Education ,2008Child Index - Health ,2008Child Index - Access to Services ,2008Child Index - Housing ,2008Child Index - Physical Environment ,2008Child Index - Community Safety ,2008Child Index,2011WIMD score,2011Employment score,2011Income score,2011Education score,2011Health score,2011Community Safety score,2011Access score,2011Enviroment score,2011Housing score,2011Child Index,2011Income domain_Child Index,2011Education domain_Child Index,2011Health domain_Child Index,2011Community Safety domain_Child Index,2011Enviroment domain_Child Index,2011Access to Services domain_Child Index,2011Housing domain_Child Index
W01001737,Ely 1,Cardiff 039A,Cardiff,59.3,50,724,48,246,28,31,81.8,106,62.0,329,39.0,17,88.6,1667,2.9,228,46.7,449,32.2,100,100,100,100,100,100,100,100,78,84,20,15,63,51,698,824,1522,31,106,329,17,1667,228,449,50,37,93,347,72,1622,228,1191,3,65,50,104,547,1438,340,1191,3,87,58.7,63.6,81.4,64.8,53.1,96.6,3.6,12.9,46.7,55.1,82.6,59.0,35.6,96.6,12.9,6.3,38.3
W01001746,Ely 10,Cardiff 041D,Cardiff,52.6,84,526,36,202,24,127,58.5,224,47.1,131,57.9,19,87.5,1667,2.9,185,51.0,493,30.2,100,100,100,100,100,100,100,100,69,74,29,14,63,47,675,793,1468,127,224,131,19,1667,185,493,84,113,195,134,40,1806,185,1256,72,92,91,20,208,1544,71,1256,72,61,54.7,54.9,63.1,58.2,67.3,92.9,1.1,42.9,51.0,53.4,69.2,54.9,38.0,92.9,42.9,4.7,69.2
W01001738,Ely 2,Cardiff 039B,Cardiff,57.9,58,688,46,194,25,38,79.0,211,48.3,258,44.1,7,95.0,1314,8.3,135,57.3,486,30.5,100,100,100,100,100,100,88,100,66,85,17,15,63,53,687,798,1486,38,211,258,7,1314,135,486,58,12,128,33,20,932,135,1219,12,20,6,24,24,950,151,1219,12,5,68.7,63.6,90.3,85.9,85.9,71.8,16.1,7.8,57.3,67.5,79.4,80.6,90.9,71.8,7.8,15.6,55.1
W01001739,Ely 3,Cardiff 039C,Cardiff,62.1,33,661,49,185,25,23,85.4,191,50.4,180,51.6,3,98.2,1667,2.9,52,74.3,409,34.3,100,100,100,100,100,100,100,100,70,77,19,15,63,57,626,716,1342,23,191,180,3,1667,52,409,33,33,119,396,1,1364,52,1156,7,41,17,1,102,1346,63,1156,7,9,62.2,59.6,87.5,93.6,30.3,95.8,7.5,21.7,74.3,70.5,96.6,82.2,57.9,95.8,21.7,7.8,71.2
W01001740,Ely 4,Cardiff 039D,Cardiff,58.4,56,619,41,229,29,75,68.2,94,64.2,175,52.2,29,82.6,1667,2.9,109,61.4,428,33.3,100,100,100,100,100,100,100,100,72,88,26,15,63,53,682,831,1512,75,94,175,29,1667,109,428,56,76,163,153,35,1599,109,1111,68,74,156,31,82,1724,265,1111,68,78,59.0,63.6,76.2,67.8,62.3,79.8,3.9,9.9,61.4,56.6,74.6,61.3,66.5,79.8,9.9,2.2,43.6
W01001741,Ely 5,Cardiff 039E,Cardiff,57.7,59,786,49,245,28,26,84.0,121,59.5,726,21.6,14,90.3,1667,2.9,100,63.1,473,31.1,100,100,100,100,100,100,100,100,70,88,24,15,63,59,721,897,1618,26,121,726,14,1667,100,473,59,28,110,173,5,1578,100,1165,97,38,19,27,273,1491,324,1165,97,36,62.5,63.6,97.4,86.4,38.1,69.7,4.2,2.9,63.1,58.9,95.0,69.2,35.6,69.7,2.9,5.5,39.3
W01001742,Ely 6,Cardiff 043A,Cardiff,49.0,110,714,48,179,21,28,83.1,379,35.9,1188,10.6,42,77.6,1667,2.9,46,76.2,334,38.6,100,100,100,100,100,100,100,100,74,91,23,15,63,46,679,812,1491,28,379,1188,42,1667,46,334,110,69,276,783,76,1751,46,724,62,123,27,101,464,1517,91,724,62,58,50.5,41.3,77.9,71.2,33.0,74.0,1.8,3.1,76.2,55.3,80.2,70.4,33.0,74.0,3.1,5.1,64.8
W01001743,Ely 7,Cardiff 043B,Cardiff,10.3,1498,129,9,84,9,1470,5.8,1445,6.2,825,18.8,1210,10.2,995,14.6,1555,4.5,621,25.1,89,98,100,100,100,100,76,100,90,107,45,9,63,22,750,760,1511,1470,1445,825,1210,995,1555,621,1498,1559,1345,1551,1289,672,1555,1236,981,1609,1326,1313,1187,1825,1626,1236,981,1672,9.3,8.1,5.9,8.9,6.5,23.5,23.4,2.1,4.5,8.7,6.8,8.4,17.1,23.5,2.1,0.9,3.5
W01001744,Ely 8,Cardiff 043C,Cardiff,53.3,79,687,44,213,25,46,76.2,177,51.9,561,27.4,34,80.6,1667,2.9,71,69.2,575,26.8,100,100,100,100,100,100,100,100,80,84,27,15,63,50,728,844,1573,46,177,561,34,1667,71,575,79,21,149,273,64,1333,71,856,185,64,38,215,434,1594,118,856,185,98,51.8,51.3,75.3,57.0,44.1,69.2,8.0,3.2,69.2,52.5,84.5,34.8,47.9,69.2,3.2,3.9,59.9
W01001745,Ely 9,Cardiff 043D,Cardiff,9.8,1532,75,5,58,7,1731,2.1,1662,3.0,1394,7.0,766,20.4,800,19.5,1753,1.8,222,47.3,73,91,100,100,100,92,77,100,87,93,42,9,63,21,705,698,1402,1731,1662,1394,766,800,1753,222,1532,1593,1663,1591,1145,529,1753,1291,811,1639,1484,1145,1435,1842,1653,1291,811,1736,7.3,2.9,5.1,9.9,3.8,8.3,28.6,2.5,1.8,6.7,8.3,9.2,7.5,8.3,2.5,0.7,3.1
W01000365,Erddig,Wrexham 011C,Wrexham,12.7,1306,236,11,105,8,1287,8.8,1554,4.5,603,25.8,1703,2.4,485,30.6,482,30.7,1200,10.4,50,84,95,100,100,66,51,53,87,114,52,8,24,17,1059,1125,2184,1287,1554,603,1703,485,482,1200,1306,1256,1448,595,1536,849,482,1138,878,1286,1450,1498,889,1103,764,1138,878,1508,11.4,8.1,6.6,3.6,24.0,14.2,18.1,0.9,30.7,9.3,4.9,3.3,19.3,14.2,0.9,12.3,20.5
W01000366,Esclusham 1,Wrexham 014A,Wrexham,23.1,686,219,16,114,14,892,17.0,904,16.7,679,23.1,328,39.0,1174,10.9,95,64.0,779,20.1,99,100,100,100,100,100,85,100,77,94,37,11,52,40,661,715,1376,892,904,679,328,1174,95,779,686,771,1031,376,333,1304,95,738,868,625,849,486,169,733,168,738,868,453,23.7,17.8,18.8,24.2,43.7,20.0,8.5,11.5,64.0,25.3,16.8,13.9,53.8,20.0,11.5,21.4,53.0
W01000367,Esclusham 2,Wrexham 014B,Wrexham,11.3,1421,102,8,63,8,1530,4.9,1555,4.5,968,15.2,1057,13.2,655,23.9,889,17.1,507,29.6,97,99,99,100,99,98,68,98,87,106,36,10,52,21,656,665,1321,1530,1555,968,1057,655,889,507,1421,1706,1597,1395,1230,806,889,750,1091,1631,1696,1193,1381,615,866,750,1091,1535,9.2,8.1,4.6,5.1,8.9,18.7,19.3,10.6,17.1,10.1,3.9,3.2,13.1,18.7,10.6,25.3,17.7
W01000284,Ewloe 1,Flintshire 013C,Flintshire,4.0,1837,60,4,45,5,1819,1.0,1838,0.7,1847,0.6,1797,1.2,823,18.8,1666,2.9,620,25.1,12,99,97,100,100,100,99,100,87,113,53,7,28,11,773,780,1554,1819,1838,1847,1797,823,1666,620,1837,1832,1813,1861,1769,398,1666,547,1771,1780,1879,1771,1815,831,1435,547,1771,1829,6.4,1.7,1.1,1.0,1.3,3.0,34.9,32.9,2.9,6.5,1.2,0.8,6.1,3.0,32.9,18.6,6.3
W01000285,Ewloe 2,Flintshire 013D,Flintshire,4.4,1821,51,3,52,5,1847,0.6,1775,1.5,1623,3.5,1794,1.3,630,24.8,1818,1.0,1084,12.7,32,97,100,100,99,98,97,97,86,116,56,7,28,13,752,787,1538,1847,1775,1623,1794,630,1818,1084,1821,1828,1801,1680,1820,588,1818,1014,1456,1838,1800,1870,1677,1278,1887,1014,1456,1882,4.9,1.7,0.2,0.9,1.6,12.5,26.3,15.9,1.0,3.2,0.5,0.3,0.8,12.5,15.9,8.9,0.1
W01000286,Ewloe 3,Flintshire 013E,Flintshire,5.4,1776,69,4,55,5,1813,1.0,1824,0.9,1509,5.2,1773,1.5,525,28.8,1761,1.7,794,19.6,6,77,100,100,100,81,77,99,86,117,49,7,28,12,866,883,1749,1813,1824,1509,1773,525,1761,794,1776,1743,1850,1593,1661,455,1761,518,1452,1735,1710,1646,1257,823,1452,518,1452,1685,6.6,1.7,2.2,2.0,1.9,6.0,32.0,30.8,1.7,7.8,3.7,1.7,7.4,6.0,30.8,18.8,6.1
W01000525,Faenor 1,Ceredigion 004A,Ceredigion,4.7,1807,49,4,34,5,1800,1.2,1792,1.3,1818,1.0,1786,1.4,360,37.0,1801,1.2,1876,0.3,71,80,90,99,86,88,10,87,84,117,51,7,16,11,566,575,1141,1800,1792,1818,1786,360,1801,1876,1807,1851,1735,1773,1832,346,1801,1861,1653,1828,1807,1799,1388,782,1799,1861,1653,1852,4.7,1.7,0.8,0.7,0.7,0.8,37.9,0.2,1.2,3.9,1.3,1.0,4.3,0.8,0.2,20.0,1.2
W01000526,Faenor 2,Ceredigion 002E,Ceredigion,7.2,1696,107,8,48,5,1500,5.3,1834,0.8,1642,3.3,1458,6.0,613,25.4,387,35.5,1877,0.2,69,87,100,100,99,96,82,99,75,101,46,7,16,21,649,650,1299,1500,1834,1642,1458,613,387,1877,1696,1800,1840,1686,1027,414,387,1862,1340,1627,885,768,53,960,199,1862,1340,497,8.3,1.7,4.6,6.2,2.1,8.0,34.0,1.7,35.5,22.6,21.2,5.5,50.8,8.0,1.7,15.4,49.5
W01001747,Fairwater (Cardiff) 1,Cardiff 027A,Cardiff,11.1,1442,167,11,89,9,1289,8.8,1418,6.6,1338,7.9,1012,14.2,1667,2.9,320,39.6,433,33.0,100,100,100,100,100,100,100,100,83,95,44,10,42,18,705,842,1547,1289,1418,1338,1012,1667,320,433,1442,1109,1235,1043,1072,1395,320,1752,561,1272,623,805,333,1578,250,1752,561,640,12.7,10.0,11.9,9.5,13.8,24.3,7.0,7.8,39.6,15.4,11.9,11.9,23.0,24.3,7.8,4.2,44.8
W01001748,Fairwater (Cardiff) 2,Cardiff 027B,Cardiff,24.2,636,367,25,118,14,434,33.0,873,17.5,895,17.0,292,41.5,1667,2.9,672,23.4,559,27.4,100,100,100,100,100,100,100,100,78,86,36,12,42,38,700,797,1497,434,873,895,292,1667,672,559,636,352,711,466,299,1679,672,1508,618,527,425,273,537,1849,1314,1508,618,538,26.1,22.2,38.5,30.6,28.4,27.4,2.8,14.7,23.4,31.3,44.3,25.0,48.0,27.4,14.7,0.6,8.3
W01001749,Fairwater (Cardiff) 3,Cardiff 027C,Cardiff,19.0,874,343,24,125,15,480,30.8,802,19.4,1381,7.2,813,19.1,1667,2.9,658,23.8,751,20.9,100,100,100,100,100,100,100,100,84,98,46,12,42,33,680,778,1459,480,802,1381,813,1667,658,751,874,421,632,822,600,1226,658,1616,199,616,328,673,1134,1653,1419,1616,199,641,24.7,26.4,34.6,27.0,15.8,37.1,9.9,6.8,23.8,21.2,31.6,26.7,12.1,37.1,6.8,3.1,6.6
W01001750,Fairwater (Cardiff) 4,Cardiff 031A,Cardiff,37.0,281,528,35,188,24,140,56.6,219,47.6,693,22.7,725,21.7,1667,2.9,446,32.4,226,46.9,100,100,100,100,100,100,100,100,82,100,44,12,42,36,671,840,1511,140,219,693,725,1667,446,226,281,56,152,341,355,1724,446,832,41,124,418,278,410,1654,470,832,41,338,42.4,54.9,58.4,32.1,28.1,84.5,2.2,26.2,32.4,34.5,40.2,31.7,34.2,84.5,26.2,3.1,31.2
W01001751,Fairwater (Cardiff) 5,Cardiff 027D,Cardiff,47.4,124,558,38,253,29,108,61.6,87,65.6,385,35.6,286,42.0,1667,2.9,206,48.8,665,23.6,100,100,100,100,100,100,100,100,79,85,36,12,42,42,683,800,1483,108,87,385,286,1667,206,665,124,84,120,363,173,1417,206,1531,96,113,110,185,177,1732,156,1531,96,120,51.3,68.7,63.2,45.7,42.5,84.0,6.6,13.5,48.8,47.6,66.5,42.1,43.3,84.0,13.5,2.1,54.5
W01001752,Fairwater (Cardiff) 6,Cardiff 031B,Cardiff,11.5,1414,178,11,79,9,1261,9.2,1448,6.1,1371,7.4,711,22.1,1667,2.9,1009,14.3,256,44.3,100,100,100,100,100,100,100,100,78,95,43,11,42,26,772,836,1608,1261,1448,1371,711,1667,1009,256,1414,1410,1421,1327,748,1664,1009,982,629,1489,1721,596,1395,1428,854,982,629,1494,10.7,8.1,6.7,11.3,11.5,21.8,3.0,38.2,14.3,12.0,5.7,9.8,16.4,21.8,38.2,6.4,18.0
W01001753,Fairwater (Cardiff) 7,Cardiff 031C,Cardiff,43.5,160,569,36,190,20,125,58.8,489,30.4,119,59.8,148,55.5,1667,2.9,211,48.3,659,23.8,100,100,100,100,100,100,100,100,75,89,27,12,42,46,742,842,1584,125,489,119,148,1667,211,659,160,220,295,1098,102,780,211,1050,82,232,167,116,676,1098,287,1050,82,187,40.7,41.3,51.7,50.5,34.0,37.8,20.0,13.8,48.3,35.5,52.2,43.5,14.0,37.8,13.8,12.4,41.9
W01001754,Fairwater (Cardiff) 8,Cardiff 031D,Cardiff,15.8,1086,246,15,142,14,961,15.4,864,17.7,1630,3.4,779,20.1,1667,2.9,536,28.4,238,45.8,100,100,100,100,100,100,100,100,84,93,45,12,42,26,761,894,1655,961,864,1630,779,1667,536,238,1086,958,1044,1590,884,1509,536,842,338,1157,1275,885,954,1337,716,842,338,1209,15.1,14.0,12.5,10.0,8.8,20.0,5.2,66.2,28.4,15.4,8.4,7.4,20.9,20.0,66.2,7.9,21.9
W01001497,Fairwater (Torfaen) 1,Torfaen 011A,Torfaen,22.5,711,328,21,137,16,592,26.2,733,21.4,971,15.1,241,45.6,1221,10.0,1511,5.2,1541,4.7,100,100,100,100,100,100,35,100,76,95,23,12,53,36,728,836,1564,592,733,971,241,1221,1511,1541,711,565,527,1260,311,1568,1511,1601,316,673,500,254,677,1623,1336,1601,316,562,25.4,28.9,31.4,37.6,19.6,42.9,4.3,8.2,5.2,27.9,34.6,38.7,29.6,42.9,8.2,3.5,8.0
W01001498,Fairwater (Torfaen) 2,Torfaen 011B,Torfaen,27.2,539,331,25,153,19,433,33.0,520,29.0,1066,13.0,151,55.1,1237,9.7,1560,4.4,1492,5.4,100,100,100,100,100,100,51,100,82,85,24,12,53,45,653,697,1350,433,520,1066,151,1237,1560,1492,539,408,476,1413,266,1405,1560,1509,377,594,334,336,327,1530,1611,1509,377,419,27.0,28.9,42.3,40.7,7.0,35.5,6.8,17.6,4.4,33.6,49.4,33.8,37.2,35.5,17.6,4.9,3.7
W01001499,Fairwater (Torfaen) 3,Torfaen 011C,Torfaen,13.8,1215,169,13,89,10,1133,11.7,1285,8.8,776,20.2,659,23.8,1032,13.8,1233,9.8,1554,4.5,84,100,100,100,100,100,0,100,87,99,33,12,53,25,666,661,1327,1133,1285,776,659,1032,1233,1554,1215,1226,1223,1363,758,842,1233,1430,1141,1365,913,675,982,1571,1035,1430,1141,1190,15.0,14.0,16.3,20.1,8.9,15.4,18.3,15.3,9.8,16.6,17.9,22.9,18.5,15.4,15.3,4.3,13.7
W01001500,Fairwater (Torfaen) 4,Torfaen 011D,Torfaen,11.4,1418,48,4,54,6,1838,0.7,1727,2.1,174,52.3,1365,7.5,1014,14.2,1744,1.9,1568,4.3,60,100,100,100,100,100,0,100,86,115,42,11,53,16,673,687,1360,1838,1727,174,1365,1014,1744,1568,1418,1811,1710,425,1395,466,1744,1660,1812,1509,1797,1413,1291,1231,1875,1660,1812,1853,7.9,4.4,1.6,5.5,14.5,3.5,31.4,5.4,1.9,4.3,1.7,4.6,6.7,3.5,5.4,9.8,0.3
W01000772,Fairwood 1,Swansea 018A,Swansea,8.6,1614,137,9,91,10,1401,6.9,1277,9.0,1492,5.4,1790,1.3,398,34.9,1694,2.6,1872,0.3,90,94,93,96,95,93,60,1,96,111,57,8,33,15,671,781,1452,1401,1277,1492,1790,398,1694,1872,1614,1482,1403,1318,1771,469,1694,1894,1833,1672,1422,1741,1840,376,1526,1894,1833,1699,7.8,8.1,4.8,2.0,6.5,5.0,31.3,1.5,2.6,7.8,5.4,2.6,1.9,5.0,1.5,36.1,4.9
W01000771,Fairwood 2,Swansea 020D,Swansea,11.3,1432,146,11,78,10,1245,9.5,1246,9.5,943,15.8,1502,5.3,477,30.9,1575,4.2,1852,0.5,40,95,96,98,98,97,95,95,84,105,48,6,33,19,655,643,1298,1245,1246,943,1502,477,1575,1852,1432,1398,1281,1305,1596,391,1575,1764,1406,1530,1310,1674,1595,538,1652,1764,1406,1652,11.4,12.1,10.2,4.3,10.5,4.7,35.3,2.6,4.2,9.4,9.1,3.9,8.5,4.7,2.6,28.3,3.1
W01000440,Felin-fâch,Powys 016A,Powys,12.9,1283,66,5,37,5,1736,2.0,1814,1.0,1789,1.3,1465,5.9,4,97.4,1242,9.6,906,16.7,0,3,4,29,10,10,4,4,85,102,48,8,18,21,631,612,1243,1736,1814,1789,1465,4,1242,906,1283,1711,1793,1789,1686,25,1242,1047,1886,1420,1630,1621,1672,35,1143,1047,1886,1283,10.2,0.6,0.9,3.0,0.5,0.8,84.5,7.2,9.6,13.3,3.9,3.6,2.3,0.8,7.2,80.2,11.5
W01001004,Felindre 1,Bridgend 009A,Bridgend,31.1,427,286,26,117,19,371,36.4,553,27.7,564,27.2,394,35.1,824,18.8,481,30.7,225,47.0,99,100,100,100,100,100,100,100,82,98,21,8,32,44,542,553,1095,371,553,564,394,824,481,225,427,374,375,810,380,1835,481,191,481,437,625,481,1634,1819,254,191,481,704,30.4,34.8,29.2,38.4,34.6,41.2,0.8,29.7,30.7,21.4,21.3,35.8,3.6,41.2,29.7,1.0,44.5
W01001005,Felindre 2,Bridgend 009B,Bridgend,15.3,1116,128,9,91,11,1461,5.9,1206,10.3,315,39.9,1448,6.1,1015,14.1,1671,2.9,144,56.1,100,100,100,100,100,100,100,100,88,107,49,8,32,24,718,765,1483,1461,1206,315,1448,1015,1671,144,1116,1414,1234,518,1422,1137,1671,99,1663,1239,1621,1548,1303,1853,1360,99,1663,1664,12.8,10.0,5.6,7.4,29.9,4.6,11.6,47.6,2.9,7.7,4.6,6.8,7.2,4.6,47.6,0.5,7.5
W01000655,Felinfoel,Carmarthenshire 020C,Carmarthenshire,38.0,257,598,31,287,26,221,47.4,168,53.0,773,20.2,459,31.8,717,21.9,935,16.0,293,41.4,95,99,100,100,100,100,100,100,79,93,42,10,56,41,890,1048,1938,221,168,773,459,717,935,293,257,247,250,603,505,1210,935,313,1054,350,306,624,610,1572,953,313,1054,496,31.8,37.8,38.1,34.6,35.1,15.2,10.2,33.0,16.0,28.6,39.2,34.4,26.2,15.2,33.0,4.3,15.6
W01001175,Ferndale 1,Rhondda Cynon Taf 009A,Rhondda Cynon Taf,24.7,618,279,19,180,21,690,22.8,421,33.6,426,33.4,686,22.9,1667,2.9,428,33.3,1574,4.2,100,100,100,100,100,100,100,100,87,103,34,12,37,36,695,755,1450,690,421,426,686,1667,428,1574,618,731,442,304,678,1883,428,1801,430,608,944,765,926,1772,264,1801,430,1031,22.6,31.9,20.7,21.2,29.1,20.8,0.2,8.9,33.3,15.9,16.0,18.3,14.4,20.8,8.9,1.5,43.7
W01001176,Ferndale 2,Rhondda Cynon Taf 013A,Rhondda Cynon Taf,27.0,549,315,22,189,22,559,27.4,371,36.4,622,25.1,429,33.2,1425,6.5,759,20.6,1086,12.6,100,100,100,100,100,100,100,100,84,94,32,13,37,39,706,752,1458,559,371,622,429,1425,759,1086,549,783,492,694,553,1472,759,1788,963,756,703,750,861,1268,941,1788,963,982,23.7,31.9,22.7,28.7,31.4,14.0,5.8,3.0,20.6,18.4,25.4,23.6,13.3,14.0,3.0,9.1,15.8
W01001177,Ferndale 3,Rhondda Cynon Taf 009B,Rhondda Cynon Taf,31.4,416,315,21,213,23,570,27.0,272,43.0,291,41.6,493,30.2,1667,2.9,309,40.3,886,17.2,100,100,100,100,100,100,100,100,85,97,36,13,37,42,725,749,1474,570,272,291,493,1667,309,886,416,522,233,585,676,1174,309,908,855,462,325,767,1038,1179,579,908,855,594,31.3,41.3,30.1,24.5,38.1,14.7,10.9,38.3,40.3,21.6,27.0,22.2,11.9,14.7,38.3,10.8,26.7
W01000287,Ffynnongroyw,Flintshire 001A,Flintshire,23.8,648,358,16,191,15,867.5,17.7,834,18.5,649,24.1,761,20.6,261,43.9,457,31.9,284,42.1,47,77,71,61,8,98,61,0,77,100,43,10,40,33,1078,1124,2202,868,834,649,761,261,457,284,648,854,906,782,484,315,457,373,848,656,1018,651,1213,181,760,373,848,741,26.0,17.8,18.3,29.1,26.8,25.2,39.9,57.2,31.9,24.0,14.8,23.1,13.3,25.2,57.2,51.5,20.6
W01000565,Fishguard North East,Pembrokeshire 002B,Pembrokeshire,15.1,1124,305,18,115,14,791,19.7,916,16.4,1235,9.7,1138,11.6,690,22.8,1237,9.7,1681,2.7,94,99,99,100,99,99,99,95,75,101,47,8,41,25,799,941,1740,791,916,1235,1138,690,1237,1681,1124,899,1045,1192,933,1119,1237,1748,915,1240,536,658,822,1082,1347,1748,915,801,15.9,15.8,21.9,19.8,10.6,15.4,11.9,6.5,9.7,19.8,25.5,29.1,14.2,15.4,6.5,12.7,7.8
W01000566,Fishguard North West,Pembrokeshire 002C,Pembrokeshire,18.8,889,261,18,126,16,790,19.8,732,21.5,767,20.4,1270,9.1,735,21.4,337,38.5,1882,0.2,98,98,99,100,100,98,99,100,78,103,49,8,16,30,697,790,1487,790,732,767,1270,735,337,1882,889,793,712,853,564,1577,337,1895,251,780,913,294,1610,1639,392,1895,251,906,18.5,20.0,18.4,25.5,18.9,17.8,4.2,0.3,38.5,17.0,19.8,32.1,5.2,17.8,0.3,3.3,35.2
W01000288,Flint Castle,Flintshire 004A,Flintshire,40.5,215,701,32,257,21,202,49.2,395,35.0,269,43.3,205,48.9,1667,2.9,281,42.3,94,64.2,100,100,100,100,100,100,100,100,78,93,32,10,58,47,1063,1158,2221,202,395,269,205,1667,281,94,215,185,280,194,178,1798,281,183,197,179,227,339,199,1689,274,183,197,207,42.2,47.2,50.6,54.2,33.3,33.5,1.2,60.6,42.3,36.9,42.5,44.5,32.7,33.5,60.6,2.6,42.9
W01000289,Flint Coleshill 1,Flintshire 005A,Flintshire,12.8,1299,85,6,58,6,1680,2.8,1689,2.6,758,20.7,1248,9.5,290,41.7,1300,8.6,239,45.7,61,87,99,99,98,12,97,97,88,106,49,10,52,24,697,710,1408,1680,1689,758,1248,290,1300,239,1299,1801,1569,98,1192,524,1300,384,1446,1005,1356,1356,1617,991,1293,384,1446,1566,8.9,6.1,5.1,10.1,4.2,7.8,28.9,10.9,8.6,8.1,7.7,7.7,3.8,7.8,10.9,14.7,8.7
W01000290,Flint Coleshill 2,Flintshire 004B,Flintshire,28.3,500,328,27,125,20,340,38.3,460,31.7,1276,9.0,518,29.1,1084,12.7,872,17.5,128,58.4,100,100,100,100,100,99,100,100,88,93,39,10,52,43,583,622,1205,340,460,1276,518,1084,872,128,500,261,359,1358,364,1815,872,130,110,393,534,549,1785,1774,1639,130,110,691,31.8,34.8,36.4,42.0,16.3,56.9,1.0,61.6,17.5,26.2,32.3,39.6,2.3,56.9,61.6,1.5,3.3
W01000291,Flint Coleshill 3,Flintshire 005B,Flintshire,15.4,1111,207,14,106,11,1003,14.4,1170,10.9,1391,7.0,841,18.4,421,33.6,948,15.7,716,21.9,57,71,100,100,100,32,63,100,87,105,34,10,52,27,681,769,1451,1003,1170,1391,841,421,948,716,1111,1209,1180,1350,779,452,948,583,925,1126,749,899,911,664,533,583,925,813,15.2,14.0,14.3,19.1,4.8,14.5,32.1,8.8,15.7,17.4,16.5,18.0,14.3,14.5,8.8,23.6,28.5
W01000292,Flint Oakenholt 1,Flintshire 004C,Flintshire,29.2,473,372,25,151,17,399,34.8,649,24.1,574,26.8,391,35.3,1109,12.1,136,57.2,735,21.4,100,87,100,100,100,100,100,100,74,92,38,10,49,37,712,755,1467,399,649,574,391,1109,136,735,473,463,544,473,296,1295,136,233,221,379,267,371,566,1607,222,233,221,297,34.5,28.9,36.6,46.5,45.7,36.4,8.6,12.7,57.2,32.3,33.1,45.4,38.0,36.4,12.7,3.8,47.3
W01000293,Flint Oakenholt 2,Flintshire 004D,Flintshire,21.8,737,271,18,132,15,741,21.2,858,17.9,1107,12.2,552,27.7,499,29.9,704,22.3,322,39.4,85,83,97,100,99,97,97,98,77,101,33,10,49,34,735,739,1474,741,858,1107,552,499,704,322,737,815,826,754,632,639,704,50,647,645,1003,706,871,1095,660,50,647,773,22.6,22.2,19.0,27.9,20.4,19.8,24.5,31.7,22.3,21.1,17.2,28.2,24.1,19.8,31.7,12.4,23.8
W01000294,Flint Trelawny 1,Flintshire 005C,Flintshire,17.0,1013,122,6,80,6,1682,2.7,1726,2.1,53,74.0,1460,5.9,397,34.9,1504,5.3,1856,0.5,37,8,99,100,66,90,87,20,80,110,48,10,35,18,1040,988,2028,1682,1726,53,1460,397,1504,1856,1013,1763,1615,229,1267,336,1504,1092,1135,1166,1643,1213,1327,572,1536,1092,1135,1584,11.4,4.4,2.9,8.5,27.7,10.2,38.5,0.3,5.3,9.2,5.4,9.3,9.1,10.2,0.3,26.9,4.8
W01000295,Flint Trelawny 2,Flintshire 005D,Flintshire,14.6,1165,223,13,102,10,1101,12.3,1232,9.8,673,23.3,874,17.5,999,14.5,951,15.6,1027,13.9,96,92,100,100,100,100,100,96,83,101,39,10,35,29,822,875,1697,1101,1232,673,874,999,951,1027,1165,1048,1216,545,855,1329,951,744,1018,1102,920,1007,438,1619,565,744,1018,950,13.8,14.0,14.0,15.8,15.6,15.3,8.1,10.2,15.6,19.1,21.4,13.8,32.5,15.3,10.2,3.6,27.2
W01000441,Forden,Powys 005B,Powys,10.1,1509,75,5,49,6,1726,2.1,1699,2.5,1804,1.1,1694,2.6,64,71.0,1276,9.0,928,16.1,0,1,59,5,5,43,1,0,85,116,51,7,29,21,688,688,1376,1726,1699,1804,1694,64,1276,928,1509,1636,1764,1811,1649,112,1276,1182,1677,1587,1341,1737,1881,89,1039,1182,1677,1344,8.6,1.7,2.2,3.4,0.6,3.0,60.9,7.9,9.0,10.4,1.6,2.4,0.1,3.0,7.9,65.2,13.6
